order_date,region,regional_manager,total_sales,total_profit,total_cogs,total_units,orders,profit_margin
2022-09-28,South,Sam Abioye,298.83,109.38,189.45,15,3,0.366
2022-09-28,West,Sasha Ellington,952.15,110.22,841.93,14,5,0.1158
2022-09-29,Central,Neelam Nilam,1.96,-3.24,5.2,2,1,-1.6531
2022-09-29,East,Rylee Sasa,523.92,-26.2,550.12,5,1,-0.05
2022-09-30,Central,Neelam Nilam,219.61,60.19,159.42,11,4,0.2741
2022-09-30,East,Rylee Sasa,330.59,-115.71,446.29,1,1,-0.35
2022-09-30,South,Sam Abioye,36.37,0.54,35.82,12,2,0.0148
2022-09-30,West,Sasha Ellington,194.85,12.18,182.67,4,1,0.0625
2022-10-01,Central,Neelam Nilam,18336.74,8762.39,9574.35,18,5,0.4779
2022-10-01,East,Rylee Sasa,61.44,16.59,44.85,3,1,0.27
2022-10-01,West,Sasha Ellington,54.79,-40.18,94.97,6,1,-0.7333
2022-10-02,Central,Neelam Nilam,53.73,-24.42,78.15,7,2,-0.4545
2022-10-02,East,Rylee Sasa,599.29,93.22,506.07,6,1,0.1556
2022-10-02,West,Sasha Ellington,1027.68,155.74,871.93,10,4,0.1515
2022-10-03,Central,Neelam Nilam,59.75,19.42,40.33,7,1,0.325
2022-10-03,East,Rylee Sasa,5788.78,2616.54,3172.24,15,4,0.452
2022-10-03,South,Sam Abioye,64.25,22.36,41.9,6,2,0.348
2022-10-05,Central,Neelam Nilam,28.85,14.43,14.43,5,1,0.5002
2022-10-05,West,Sasha Ellington,801.55,-961.53,1763.08,19,4,-1.1996
2022-10-06,East,Rylee Sasa,4.93,1.72,3.2,2,1,0.3489
2022-10-06,West,Sasha Ellington,968.78,77.68,891.1,19,4,0.0802
2022-10-07,Central,Neelam Nilam,111.85,-12.02,123.88,14,2,-0.1075
2022-10-07,South,Sam Abioye,387.72,-67.85,455.57,5,1,-0.175
2022-10-07,West,Sasha Ellington,61.96,27.88,34.08,2,1,0.45
2022-10-08,East,Rylee Sasa,375.95,-34.56,410.51,12,3,-0.0919
2022-10-08,West,Sasha Ellington,170.98,0.16,170.82,3,2,0.0009
2022-10-09,Central,Neelam Nilam,30.39,-32.53,62.92,6,2,-1.0704
2022-10-09,South,Sam Abioye,24.71,-7.11,31.82,5,2,-0.2877
2022-10-09,West,Sasha Ellington,227.65,-180.26,407.92,5,3,-0.7918
2022-10-10,Central,Neelam Nilam,33.06,4.14,28.94,5,2,0.1252
2022-10-12,Central,Neelam Nilam,362.35,-133.22,495.56,18,5,-0.3677
2022-10-12,East,Rylee Sasa,279.67,99.85,179.82,18,5,0.357
2022-10-12,West,Sasha Ellington,1008.61,-363.68,1372.28,41,9,-0.3606
2022-10-13,Central,Neelam Nilam,1649.75,544.42,1105.33,5,1,0.33
2022-10-13,East,Rylee Sasa,1203.89,327.84,876.05,9,2,0.2723
2022-10-13,South,Sam Abioye,305.24,79.19,226.05,12,6,0.2594
2022-10-13,West,Sasha Ellington,177.0,30.09,146.91,3,1,0.17
2022-10-14,Central,Neelam Nilam,1058.27,339.75,718.53,23,6,0.321
2022-10-14,South,Sam Abioye,342.76,163.36,179.4,16,3,0.4766
2022-10-14,West,Sasha Ellington,219.12,95.85,123.27,24,4,0.4374
2022-10-15,East,Rylee Sasa,142.18,-37.92,180.1,1,1,-0.2667
2022-10-16,Central,Neelam Nilam,2377.56,972.25,1405.31,10,2,0.4089
2022-10-16,East,Rylee Sasa,436.96,160.61,276.35,2,2,0.3676
2022-10-16,West,Sasha Ellington,138.83,27.87,110.95,7,2,0.2007
2022-10-17,West,Sasha Ellington,307.92,-34.64,342.56,5,1,-0.1125
2022-10-19,Central,Neelam Nilam,471.5,97.74,373.74,27,6,0.2073
2022-10-19,East,Rylee Sasa,7.15,0.72,6.44,3,1,0.1007
2022-10-19,South,Sam Abioye,61.1,18.33,42.77,5,1,0.3
2022-10-19,West,Sasha Ellington,406.44,10.87,395.57,7,2,0.0267
2022-10-20,Central,Neelam Nilam,106.08,-9.28,115.36,6,1,-0.0875
2022-10-20,East,Rylee Sasa,2181.68,46.29,2135.39,37,8,0.0212
2022-10-20,South,Sam Abioye,185.99,-4.42,190.41,19,3,-0.0238
2022-10-20,West,Sasha Ellington,5477.85,1730.89,3746.95,29,9,0.316
2022-10-21,Central,Neelam Nilam,31.4,10.05,21.35,5,1,0.3201
2022-10-21,South,Sam Abioye,39.92,11.18,28.74,4,1,0.2801
2022-10-21,West,Sasha Ellington,116.96,36.04,80.92,7,3,0.3081
2022-10-22,Central,Neelam Nilam,70.98,5.7,65.27,10,2,0.0803
2022-10-22,East,Rylee Sasa,379.4,178.32,201.08,10,1,0.47
2022-10-22,West,Sasha Ellington,17.05,8.18,8.87,5,1,0.4798
2022-10-23,Central,Neelam Nilam,15.55,5.44,10.11,3,1,0.3498
2022-10-23,South,Sam Abioye,239.98,18.0,221.98,3,1,0.075
2022-10-23,West,Sasha Ellington,1109.97,290.6,819.37,12,4,0.2618
2022-10-24,South,Sam Abioye,783.96,78.4,705.56,5,1,0.1
2022-10-26,East,Rylee Sasa,551.72,117.31,434.41,28,5,0.2126
2022-10-26,South,Sam Abioye,290.98,75.65,215.33,1,1,0.26
2022-10-26,West,Sasha Ellington,136.09,44.86,91.23,11,3,0.3296
2022-10-27,East,Rylee Sasa,2032.89,179.18,1853.71,29,7,0.0881
2022-10-27,South,Sam Abioye,370.21,-15.71,385.93,22,6,-0.0424
2022-10-27,West,Sasha Ellington,495.94,91.56,404.38,19,4,0.1846
2022-10-28,Central,Neelam Nilam,67.0,32.16,34.84,5,1,0.48
2022-10-28,East,Rylee Sasa,52.41,3.44,48.97,6,2,0.0656
2022-10-28,West,Sasha Ellington,11.74,3.82,7.93,1,1,0.3254
2022-10-29,Central,Neelam Nilam,11.68,3.5,8.18,2,1,0.2997
2022-10-29,East,Rylee Sasa,143.7,42.25,101.45,8,2,0.294
2022-10-29,West,Sasha Ellington,3.62,1.19,2.43,2,1,0.3287
2022-10-30,Central,Neelam Nilam,736.26,100.78,635.48,11,4,0.1369
2022-10-30,East,Rylee Sasa,492.84,-14.08,506.92,5,1,-0.0286
2022-10-30,South,Sam Abioye,32.06,11.22,20.84,6,1,0.35
2022-10-30,West,Sasha Ellington,2489.34,352.41,2136.93,12,2,0.1416
2022-10-31,Central,Neelam Nilam,179.78,24.86,154.92,12,2,0.1383
2022-10-31,South,Sam Abioye,273.59,124.44,149.15,5,2,0.4548
2022-11-02,Central,Neelam Nilam,112.45,39.49,72.96,10,3,0.3512
2022-11-02,East,Rylee Sasa,542.16,0.97,541.19,8,2,0.0018
2022-11-02,South,Sam Abioye,903.77,183.62,720.16,16,5,0.2032
2022-11-02,West,Sasha Ellington,2244.42,472.28,1772.12,63,14,0.2104
2022-11-03,Central,Neelam Nilam,77.49,-89.98,167.46,7,2,-1.1612
2022-11-03,South,Sam Abioye,1168.17,-309.43,1477.59,23,5,-0.2649
2022-11-03,West,Sasha Ellington,2643.16,342.07,2301.09,48,13,0.1294
2022-11-04,Central,Neelam Nilam,2216.07,-270.74,2486.8,39,9,-0.1222
2022-11-04,East,Rylee Sasa,23.99,-15.99,39.98,2,1,-0.6665
2022-11-04,South,Sam Abioye,1120.73,165.8,954.93,10,3,0.1479
2022-11-04,West,Sasha Ellington,906.11,182.98,723.13,20,6,0.2019
2022-11-05,South,Sam Abioye,368.43,20.89,347.54,8,4,0.0567
2022-11-05,West,Sasha Ellington,404.82,39.99,364.83,8,3,0.0988
2022-11-06,Central,Neelam Nilam,358.55,1.85,356.7,8,2,0.0052
2022-11-06,East,Rylee Sasa,1165.43,296.87,868.56,21,7,0.2547
2022-11-06,West,Sasha Ellington,2286.49,336.4,1950.09,28,10,0.1471
2022-11-07,South,Sam Abioye,993.9,261.49,732.41,5,2,0.2631
2022-11-08,West,Sasha Ellington,479.97,177.59,302.38,3,1,0.37
2022-11-09,Central,Neelam Nilam,963.14,222.35,740.79,15,5,0.2309
2022-11-09,East,Rylee Sasa,1940.19,269.7,1670.49,68,16,0.139
2022-11-09,South,Sam Abioye,41.86,10.47,31.4,7,1,0.2501
2022-11-09,West,Sasha Ellington,1778.3,579.01,1199.29,54,13,0.3256
2022-11-10,Central,Neelam Nilam,3094.99,316.28,2778.71,20,5,0.1022
2022-11-10,East,Rylee Sasa,636.3,112.11,524.19,21,8,0.1762
2022-11-10,South,Sam Abioye,681.43,43.45,637.99,5,2,0.0638
2022-11-10,West,Sasha Ellington,531.57,24.17,507.41,20,4,0.0455
2022-11-11,Central,Neelam Nilam,405.89,154.64,251.25,27,6,0.381
2022-11-11,East,Rylee Sasa,3588.09,4.56,3583.53,26,5,0.0013
2022-11-11,West,Sasha Ellington,920.95,11.12,909.84,20,5,0.0121
2022-11-12,Central,Neelam Nilam,33.5,8.35,25.15,6,2,0.2493
2022-11-12,East,Rylee Sasa,2791.77,754.77,2036.99,29,7,0.2704
2022-11-12,South,Sam Abioye,52.14,5.87,46.27,7,1,0.1126
2022-11-12,West,Sasha Ellington,67.74,20.18,47.56,5,3,0.2979
2022-11-13,Central,Neelam Nilam,2.3,-3.9,6.2,2,1,-1.6957
2022-11-13,East,Rylee Sasa,2241.04,300.43,1940.6,30,10,0.1341
2022-11-13,South,Sam Abioye,513.52,121.26,392.26,5,3,0.2361
2022-11-13,West,Sasha Ellington,17.22,6.32,10.9,5,2,0.367
2022-11-14,South,Sam Abioye,630.02,-199.51,829.53,4,1,-0.3167
2022-11-14,West,Sasha Ellington,1515.7,462.5,1053.2,13,4,0.3051
2022-11-15,West,Sasha Ellington,36.72,16.16,20.56,10,2,0.4401
2022-11-16,Central,Neelam Nilam,82.41,12.24,70.17,7,2,0.1485
2022-11-16,West,Sasha Ellington,60.28,16.74,43.55,8,2,0.2777
2022-11-17,Central,Neelam Nilam,1749.86,94.44,1655.41,18,6,0.054
2022-11-17,East,Rylee Sasa,103.97,16.89,87.07,6,1,0.1625
2022-11-17,South,Sam Abioye,1319.96,527.98,791.98,4,1,0.4
2022-11-17,West,Sasha Ellington,785.15,141.8,643.35,12,4,0.1806
2022-11-18,Central,Neelam Nilam,351.63,44.08,307.55,40,9,0.1254
2022-11-18,East,Rylee Sasa,236.39,60.07,176.33,25,7,0.2541
2022-11-18,South,Sam Abioye,18.48,6.01,12.47,2,1,0.3252
2022-11-18,West,Sasha Ellington,31.96,1.6,30.36,2,1,0.0501
2022-11-19,Central,Neelam Nilam,1887.7,379.65,1508.06,31,9,0.2011
2022-11-19,East,Rylee Sasa,541.71,74.13,467.56,31,8,0.1368
2022-11-19,South,Sam Abioye,574.06,39.81,534.25,11,3,0.0693
2022-11-19,West,Sasha Ellington,66.88,15.21,51.67,14,2,0.2274
2022-11-20,Central,Neelam Nilam,586.98,146.27,440.71,16,5,0.2492
2022-11-20,East,Rylee Sasa,362.38,1.33,361.05,17,5,0.0037
2022-11-20,West,Sasha Ellington,227.54,3.35,224.18,9,2,0.0147
2022-11-21,Central,Neelam Nilam,109.89,10.61,99.28,27,6,0.0966
2022-11-21,East,Rylee Sasa,207.16,69.78,137.39,17,4,0.3368
2022-11-22,East,Rylee Sasa,100.62,18.65,81.97,14,3,0.1854
2022-11-23,Central,Neelam Nilam,1184.77,68.87,1115.94,25,7,0.0581
2022-11-23,East,Rylee Sasa,516.55,105.61,410.94,26,8,0.2045
2022-11-23,South,Sam Abioye,392.83,16.16,376.68,11,3,0.0411
2022-11-23,West,Sasha Ellington,4300.38,1055.49,3244.91,32,9,0.2454
2022-11-24,Central,Neelam Nilam,1745.91,400.11,1345.8,18,3,0.2292
2022-11-24,East,Rylee Sasa,5899.88,-6706.39,12606.26,22,5,-1.1367
2022-11-24,South,Sam Abioye,138.42,39.45,98.97,10,3,0.285
2022-11-24,West,Sasha Ellington,194.35,19.44,174.92,3,1,0.1
2022-11-25,Central,Neelam Nilam,17.86,4.24,13.62,4,1,0.2374
2022-11-25,East,Rylee Sasa,960.25,-271.91,1232.16,19,5,-0.2832
2022-11-25,South,Sam Abioye,3240.15,1554.08,1686.08,27,5,0.4796
2022-11-25,West,Sasha Ellington,4111.48,490.46,3621.02,27,5,0.1193
2022-11-26,Central,Neelam Nilam,514.62,110.04,404.58,24,5,0.2138
2022-11-26,East,Rylee Sasa,377.03,171.36,205.67,20,5,0.4545
2022-11-26,South,Sam Abioye,447.78,-99.75,547.55,8,2,-0.2228
2022-11-26,West,Sasha Ellington,311.8,27.78,284.02,5,2,0.0891
2022-11-27,East,Rylee Sasa,747.24,-105.2,852.45,24,6,-0.1408
2022-11-27,South,Sam Abioye,2681.12,425.5,2255.63,24,5,0.1587
2022-11-28,Central,Neelam Nilam,300.6,-285.93,586.52,6,2,-0.9512
2022-11-29,Central,Neelam Nilam,933.95,82.95,851.0,16,4,0.0888
2022-11-29,South,Sam Abioye,36.19,2.71,33.48,1,1,0.0749
2022-11-30,Central,Neelam Nilam,386.56,-32.93,419.48,18,5,-0.0852
2022-11-30,East,Rylee Sasa,2709.52,622.99,2086.53,29,8,0.2299
2022-11-30,South,Sam Abioye,3013.88,793.1,2220.78,23,4,0.2631
2022-11-30,West,Sasha Ellington,1255.5,269.67,985.83,19,6,0.2148
2022-12-01,Central,Neelam Nilam,928.52,-73.91,1002.43,27,3,-0.0796
2022-12-01,East,Rylee Sasa,3287.14,955.83,2331.3,23,6,0.2908
2022-12-01,West,Sasha Ellington,468.95,110.52,358.44,28,8,0.2357
2022-12-02,Central,Neelam Nilam,611.94,112.84,499.1,3,2,0.1844
2022-12-02,East,Rylee Sasa,1578.34,125.53,1452.82,26,7,0.0795
2022-12-02,West,Sasha Ellington,3079.54,827.48,2252.06,31,7,0.2687
2022-12-03,East,Rylee Sasa,839.44,96.45,742.98,23,8,0.1149
2022-12-03,West,Sasha Ellington,104.85,50.33,54.52,1,1,0.48
2022-12-04,Central,Neelam Nilam,2673.3,780.17,1893.13,32,6,0.2918
2022-12-04,East,Rylee Sasa,709.11,214.99,494.13,21,6,0.3032
2022-12-04,South,Sam Abioye,1476.62,340.98,1135.64,14,3,0.2309
2022-12-04,West,Sasha Ellington,407.98,132.59,275.38,3,1,0.325
2022-12-05,East,Rylee Sasa,1671.07,482.66,1188.42,22,3,0.2888
2022-12-05,West,Sasha Ellington,2207.2,534.58,1672.63,71,15,0.2422
2022-12-07,Central,Neelam Nilam,2489.28,187.08,2302.2,27,5,0.0752
2022-12-07,East,Rylee Sasa,23.54,-6.06,29.6,10,2,-0.2574
2022-12-07,South,Sam Abioye,334.25,46.6,287.66,8,3,0.1394
2022-12-07,West,Sasha Ellington,1862.01,-80.65,1942.66,20,5,-0.0433
2022-12-08,Central,Neelam Nilam,275.3,64.85,210.45,30,10,0.2356
2022-12-08,East,Rylee Sasa,125.81,57.91,67.9,5,2,0.4603
2022-12-08,South,Sam Abioye,1180.46,118.0,1062.47,15,4,0.1
2022-12-08,West,Sasha Ellington,273.92,99.3,174.62,8,1,0.3625
2022-12-09,Central,Neelam Nilam,1424.9,356.23,1068.68,5,1,0.25
2022-12-09,East,Rylee Sasa,1210.3,447.76,762.54,27,6,0.37
2022-12-09,West,Sasha Ellington,824.51,216.31,608.21,32,7,0.2623
2022-12-10,East,Rylee Sasa,2371.39,50.57,2320.81,35,8,0.0213
2022-12-10,South,Sam Abioye,91.89,9.13,82.77,6,2,0.0994
2022-12-10,West,Sasha Ellington,3638.98,366.29,3272.69,71,18,0.1007
2022-12-11,Central,Neelam Nilam,732.17,203.25,528.93,18,4,0.2776
2022-12-11,East,Rylee Sasa,509.71,97.15,412.56,25,5,0.1906
2022-12-11,South,Sam Abioye,299.07,43.09,255.98,9,2,0.1441
2022-12-11,West,Sasha Ellington,440.16,138.59,301.57,9,2,0.3149
2022-12-12,Central,Neelam Nilam,63.88,24.91,38.97,4,1,0.3899
2022-12-12,West,Sasha Ellington,1130.21,47.25,1082.97,9,3,0.0418
2022-12-13,East,Rylee Sasa,479.05,230.97,248.08,17,6,0.4821
2022-12-13,South,Sam Abioye,133.38,58.69,74.69,6,1,0.44
2022-12-13,West,Sasha Ellington,216.22,25.89,190.33,12,2,0.1197
2022-12-14,Central,Neelam Nilam,1949.31,311.43,1637.88,6,2,0.1598
2022-12-14,East,Rylee Sasa,2.21,-1.48,3.69,3,1,-0.6697
2022-12-14,South,Sam Abioye,19.44,9.33,10.11,3,1,0.4799
2022-12-14,West,Sasha Ellington,666.13,-291.67,957.79,7,3,-0.4379
2022-12-15,Central,Neelam Nilam,4.79,-7.9,12.69,3,1,-1.6493
2022-12-15,East,Rylee Sasa,3.68,1.8,1.88,2,1,0.4891
2022-12-15,South,Sam Abioye,34.94,3.06,31.89,3,1,0.0876
2022-12-15,West,Sasha Ellington,585.13,11.5,573.63,12,2,0.0197
2022-12-16,Central,Neelam Nilam,10110.18,4958.3,5151.88,26,3,0.4904
2022-12-16,West,Sasha Ellington,2074.96,-304.31,2379.25,12,4,-0.1467
2022-12-17,Central,Neelam Nilam,582.78,118.82,463.96,6,2,0.2039
2022-12-17,East,Rylee Sasa,2694.06,960.18,1733.88,6,2,0.3564
2022-12-17,South,Sam Abioye,1410.07,-349.36,1759.43,14,3,-0.2478
2022-12-17,West,Sasha Ellington,2364.46,-2.13,2366.58,60,13,-0.0009
2022-12-18,Central,Neelam Nilam,1.8,-2.88,4.68,5,1,-1.6
2022-12-18,East,Rylee Sasa,341.69,-17.81,359.5,10,3,-0.0521
2022-12-18,West,Sasha Ellington,471.62,-230.7,702.33,14,3,-0.4892
2022-12-19,Central,Neelam Nilam,33.9,15.59,18.31,5,1,0.4599
2022-12-19,South,Sam Abioye,100.64,22.94,77.7,9,3,0.2279
2022-12-21,East,Rylee Sasa,25.58,8.95,16.63,2,1,0.3499
2022-12-21,West,Sasha Ellington,1017.54,219.19,798.35,30,7,0.2154
2022-12-22,Central,Neelam Nilam,1087.25,102.04,985.21,29,7,0.0939
2022-12-22,East,Rylee Sasa,3513.45,523.61,2989.85,14,4,0.149
2022-12-22,South,Sam Abioye,859.14,249.15,609.99,9,2,0.29
2022-12-22,West,Sasha Ellington,1506.02,133.47,1372.55,16,7,0.0886
2022-12-23,East,Rylee Sasa,997.53,261.34,736.19,12,2,0.262
2022-12-23,South,Sam Abioye,823.61,9.0,814.61,14,3,0.0109
2022-12-23,West,Sasha Ellington,117.12,53.18,63.94,19,3,0.4541
2022-12-24,East,Rylee Sasa,3797.58,384.84,3412.73,19,5,0.1013
2022-12-24,South,Sam Abioye,870.04,364.87,505.17,19,4,0.4194
2022-12-24,West,Sasha Ellington,5820.45,643.68,5176.78,39,10,0.1106
2022-12-25,East,Rylee Sasa,334.39,53.54,280.85,10,4,0.1601
2022-12-25,West,Sasha Ellington,1495.02,102.38,1392.65,24,9,0.0685
2022-12-26,Central,Neelam Nilam,879.54,-1.05,880.59,14,3,-0.0012
2022-12-26,East,Rylee Sasa,57.18,6.73,50.45,8,2,0.1177
2022-12-26,South,Sam Abioye,2.61,1.2,1.41,1,1,0.4598
2022-12-26,West,Sasha Ellington,20.16,9.88,10.28,7,1,0.4901
2022-12-28,Central,Neelam Nilam,1093.02,174.74,918.28,19,4,0.1599
2022-12-28,South,Sam Abioye,103.65,-7.94,111.58,20,4,-0.0766
2022-12-28,West,Sasha Ellington,81.01,25.69,55.32,9,4,0.3171
2022-12-29,Central,Neelam Nilam,6.92,-10.39,17.31,6,1,-1.5014
2022-12-29,East,Rylee Sasa,206.92,4.67,202.25,10,4,0.0226
2022-12-29,South,Sam Abioye,72.22,25.28,46.95,4,1,0.35
2022-12-29,West,Sasha Ellington,487.7,127.29,360.41,5,2,0.261
2022-12-30,East,Rylee Sasa,156.51,-35.22,191.73,4,1,-0.225
2022-12-30,South,Sam Abioye,71.1,11.79,59.3,8,2,0.1658
2022-12-30,West,Sasha Ellington,504.17,91.67,412.49,15,4,0.1818
2022-12-31,Central,Neelam Nilam,958.5,-389.23,1347.74,41,8,-0.4061
2022-12-31,East,Rylee Sasa,48.9,8.56,40.34,4,1,0.1751
2022-12-31,West,Sasha Ellington,474.43,199.26,275.17,11,1,0.42
2023-01-01,Central,Neelam Nilam,1322.74,-151.34,1474.09,12,4,-0.1144
2023-01-01,South,Sam Abioye,740.21,-61.52,801.73,13,3,-0.0831
2023-01-01,West,Sasha Ellington,16.59,5.81,10.78,1,1,0.3502
2023-01-02,West,Sasha Ellington,2070.27,704.28,1366.0,17,3,0.3402
2023-01-05,South,Sam Abioye,33.74,15.52,18.22,7,1,0.46
2023-01-06,Central,Neelam Nilam,3059.98,680.0,2379.99,2,1,0.2222
2023-01-06,South,Sam Abioye,2.81,-1.97,4.77,3,1,-0.7011
2023-01-06,West,Sasha Ellington,332.8,80.69,252.11,22,4,0.2425
2023-01-07,West,Sasha Ellington,892.98,80.37,812.61,2,1,0.09
2023-01-08,East,Rylee Sasa,274.49,-228.74,503.23,3,1,-0.8333
2023-01-11,Central,Neelam Nilam,760.98,-1141.47,1902.45,5,1,-1.5
2023-01-11,East,Rylee Sasa,77.76,35.07,42.69,8,2,0.451
2023-01-11,West,Sasha Ellington,9.78,4.89,4.89,1,1,0.5
2023-01-12,Central,Neelam Nilam,4619.33,206.65,4412.69,19,4,0.0447
2023-01-13,Central,Neelam Nilam,358.7,111.18,247.52,24,8,0.31
2023-01-13,South,Sam Abioye,204.75,27.96,176.81,25,7,0.1366
2023-01-13,West,Sasha Ellington,492.58,69.67,422.93,21,3,0.1414
2023-01-14,Central,Neelam Nilam,147.63,-31.38,179.02,15,4,-0.2126
2023-01-14,East,Rylee Sasa,1971.24,322.39,1648.86,11,3,0.1635
2023-01-14,West,Sasha Ellington,21.4,6.21,15.19,5,1,0.2902
2023-01-15,Central,Neelam Nilam,5802.7,2602.09,3200.61,14,3,0.4484
2023-01-15,West,Sasha Ellington,427.59,-6.89,434.48,11,2,-0.0161
2023-01-18,Central,Neelam Nilam,6.0,2.1,3.9,2,1,0.35
2023-01-18,East,Rylee Sasa,2007.72,53.29,1954.41,20,8,0.0265
2023-01-19,Central,Neelam Nilam,11.52,4.18,7.34,5,1,0.3628
2023-01-19,East,Rylee Sasa,211.37,3.33,208.04,5,2,0.0158
2023-01-19,West,Sasha Ellington,544.96,148.53,396.42,11,3,0.2726
2023-01-20,Central,Neelam Nilam,1508.41,452.95,1055.45,22,6,0.3003
2023-01-20,South,Sam Abioye,383.99,1.84,382.15,14,2,0.0048
2023-01-20,West,Sasha Ellington,654.25,164.44,489.81,22,6,0.2513
2023-01-21,Central,Neelam Nilam,22.99,5.8,17.2,8,2,0.2523
2023-01-21,West,Sasha Ellington,4189.38,1455.55,2733.83,13,4,0.3474
2023-01-22,Central,Neelam Nilam,210.98,21.1,189.88,2,1,0.1
2023-01-22,West,Sasha Ellington,239.35,39.46,199.91,20,6,0.1649
2023-01-23,South,Sam Abioye,5.67,0.11,5.56,3,1,0.0194
2023-01-23,West,Sasha Ellington,412.99,104.95,308.05,8,3,0.2541
2023-01-25,Central,Neelam Nilam,18.16,1.82,16.34,2,1,0.1002
2023-01-25,South,Sam Abioye,3025.28,796.46,2228.82,20,4,0.2633
2023-01-25,West,Sasha Ellington,11.84,5.68,6.16,8,1,0.4797
2023-01-26,East,Rylee Sasa,331.92,1.61,330.29,12,4,0.0049
2023-01-27,Central,Neelam Nilam,279.9,137.15,142.75,5,1,0.49
2023-01-27,East,Rylee Sasa,449.91,157.47,292.44,9,1,0.35
2023-01-27,West,Sasha Ellington,277.71,39.23,238.48,6,2,0.1413
2023-01-28,Central,Neelam Nilam,148.33,39.25,109.08,15,5,0.2646
2023-01-28,East,Rylee Sasa,9.99,2.88,7.11,4,2,0.2883
2023-01-28,West,Sasha Ellington,136.53,44.77,91.76,12,3,0.3279
2023-01-29,Central,Neelam Nilam,2453.79,315.08,2138.71,31,10,0.1284
2023-01-29,South,Sam Abioye,419.14,-68.11,487.25,4,1,-0.1625
2023-01-29,West,Sasha Ellington,876.41,61.46,814.95,17,5,0.0701
2023-02-01,East,Rylee Sasa,159.73,24.34,135.38,16,3,0.1524
2023-02-01,West,Sasha Ellington,753.62,146.33,607.3,16,6,0.1942
2023-02-02,Central,Neelam Nilam,512.36,146.28,366.08,9,4,0.2855
2023-02-02,East,Rylee Sasa,290.78,31.51,259.27,5,2,0.1084
2023-02-02,South,Sam Abioye,119.18,37.76,81.41,5,2,0.3168
2023-02-03,East,Rylee Sasa,32.67,8.49,24.18,3,1,0.2599
2023-02-04,Central,Neelam Nilam,251.11,-426.28,677.39,9,2,-1.6976
2023-02-04,West,Sasha Ellington,2011.9,501.16,1510.74,10,2,0.2491
2023-02-05,East,Rylee Sasa,514.48,111.67,402.82,11,3,0.2171
2023-02-05,South,Sam Abioye,359.97,79.19,280.78,3,1,0.22
2023-02-05,West,Sasha Ellington,29.9,13.46,16.45,5,1,0.4502
2023-02-08,Central,Neelam Nilam,397.73,-436.26,834.01,10,4,-1.0969
2023-02-08,West,Sasha Ellington,376.02,24.29,351.73,9,2,0.0646
2023-02-09,East,Rylee Sasa,23.12,11.33,11.79,4,1,0.4901
2023-02-09,West,Sasha Ellington,203.98,16.8,187.18,2,1,0.0824
2023-02-10,East,Rylee Sasa,168.27,6.25,162.02,4,2,0.0371
2023-02-10,West,Sasha Ellington,1073.26,123.85,949.39,14,3,0.1154
2023-02-12,Central,Neelam Nilam,90.64,38.98,51.66,8,1,0.4301
2023-02-12,East,Rylee Sasa,53.67,18.08,35.59,9,3,0.3369
2023-02-12,West,Sasha Ellington,914.12,367.28,546.84,8,3,0.4018
2023-02-15,Central,Neelam Nilam,705.0,-10.71,715.72,15,5,-0.0152
2023-02-15,East,Rylee Sasa,632.44,106.69,525.75,6,3,0.1687
2023-02-16,Central,Neelam Nilam,1308.6,-310.49,1619.07,15,5,-0.2373
2023-02-16,East,Rylee Sasa,1627.06,-81.52,1708.58,25,7,-0.0501
2023-02-16,South,Sam Abioye,29.16,8.46,20.7,3,1,0.2901
2023-02-17,West,Sasha Ellington,287.33,62.41,224.92,8,3,0.2172
2023-02-18,South,Sam Abioye,1245.86,361.3,884.56,7,1,0.29
2023-02-18,West,Sasha Ellington,68.73,15.75,52.98,9,3,0.2292
2023-02-19,Central,Neelam Nilam,19.67,5.31,14.36,5,2,0.27
2023-02-19,West,Sasha Ellington,1130.62,-112.81,1243.44,28,9,-0.0998
2023-02-20,Central,Neelam Nilam,47.9,-2.99,50.9,1,1,-0.0624
2023-02-22,West,Sasha Ellington,117.8,42.38,75.42,16,3,0.3598
2023-02-23,East,Rylee Sasa,1448.68,249.4,1199.29,14,3,0.1722
2023-02-24,Central,Neelam Nilam,1.79,-3.04,4.83,3,1,-1.6983
2023-02-24,South,Sam Abioye,428.7,-16.34,445.04,7,2,-0.0381
2023-02-25,West,Sasha Ellington,2847.65,447.35,2400.29,38,9,0.1571
2023-02-27,East,Rylee Sasa,17.62,8.22,9.4,3,2,0.4665
2023-03-01,Central,Neelam Nilam,19.76,-22.52,42.26,12,3,-1.1397
2023-03-01,East,Rylee Sasa,646.01,165.36,480.65,22,5,0.256
2023-03-01,West,Sasha Ellington,784.37,101.19,683.18,11,3,0.129
2023-03-02,Central,Neelam Nilam,307.84,99.78,208.06,11,3,0.3241
2023-03-02,South,Sam Abioye,72.8,19.66,53.14,5,1,0.2701
2023-03-02,West,Sasha Ellington,1619.46,408.73,1210.73,18,3,0.2524
2023-03-03,Central,Neelam Nilam,204.25,-43.65,247.9,9,4,-0.2137
2023-03-03,West,Sasha Ellington,24.57,9.72,14.86,5,2,0.3956
2023-03-04,Central,Neelam Nilam,400.77,143.67,257.1,13,5,0.3585
2023-03-04,South,Sam Abioye,839.25,336.78,502.47,15,4,0.4013
2023-03-05,Central,Neelam Nilam,68.42,6.48,61.93,6,2,0.0947
